"","d","theta","rho","offsets","logsdcounty","logsdyears","gridlikelihood2"
"469",160,1.25,0.5,1.01,-1,-4,1600.13039370249
"470",10,1.5,0.5,1.01,-1,-4,1600.13039370239
"471",35,1.5,0.5,1.01,-1,-4,1600.13039370249
"472",60,1.5,0.5,1.01,-1,-4,1600.13039370249
"473",85,1.5,0.5,1.01,-1,-4,1600.13039370249
"474",110,1.5,0.5,1.01,-1,-4,1600.13039370249
"475",135,1.5,0.5,1.01,-1,-4,1600.13039370249
"476",160,1.5,0.5,1.01,-1,-4,1600.13039370249
"477",10,1.75,0.5,1.01,-1,-4,1600.13039370249
"478",35,1.75,0.5,1.01,-1,-4,1600.13039370249
"479",60,1.75,0.5,1.01,-1,-4,1600.13039370249
"480",85,1.75,0.5,1.01,-1,-4,1600.13039370249
"481",110,1.75,0.5,1.01,-1,-4,1600.13039370249
"482",135,1.75,0.5,1.01,-1,-4,1600.13039370249
"483",160,1.75,0.5,1.01,-1,-4,1600.13039370249
"484",10,2,0.5,1.01,-1,-4,1600.13039370249
"485",35,2,0.5,1.01,-1,-4,1600.13039370249
"486",60,2,0.5,1.01,-1,-4,1600.13039370249
"487",85,2,0.5,1.01,-1,-4,1600.13039370249
"488",110,2,0.5,1.01,-1,-4,1600.13039370249
"489",135,2,0.5,1.01,-1,-4,1600.13039370249
"490",160,2,0.5,1.01,-1,-4,1600.13039370249
"491",10,2.25,0.5,1.01,-1,-4,1600.13039370249
"492",35,2.25,0.5,1.01,-1,-4,1600.13039370249
"493",60,2.25,0.5,1.01,-1,-4,1600.13039370249
"494",85,2.25,0.5,1.01,-1,-4,1600.13039370249
"495",110,2.25,0.5,1.01,-1,-4,1600.13039370249
"496",135,2.25,0.5,1.01,-1,-4,1600.13039370249
"497",160,2.25,0.5,1.01,-1,-4,1600.13039370249
"498",10,2.5,0.5,1.01,-1,-4,1600.13039370249
"499",35,2.5,0.5,1.01,-1,-4,1600.13039370249
"500",60,2.5,0.5,1.01,-1,-4,1600.13039370249
"501",85,2.5,0.5,1.01,-1,-4,1600.13039370249
"502",110,2.5,0.5,1.01,-1,-4,1600.13039370249
"503",135,2.5,0.5,1.01,-1,-4,1600.13039370249
"504",160,2.5,0.5,1.01,-1,-4,1600.13039370249
"505",10,0.5,0.75,1.01,-1,-4,1598.96575051586
"506",35,0.5,0.75,1.01,-1,-4,1598.96617339555
"507",60,0.5,0.75,1.01,-1,-4,1598.96617339712
"508",85,0.5,0.75,1.01,-1,-4,1598.96617339712
"509",110,0.5,0.75,1.01,-1,-4,1598.96617339712
"510",135,0.5,0.75,1.01,-1,-4,1598.96617339712
"511",160,0.5,0.75,1.01,-1,-4,1598.96617339712
"512",10,0.75,0.75,1.01,-1,-4,1598.96616315656
"513",35,0.75,0.75,1.01,-1,-4,1598.96617339712
"514",60,0.75,0.75,1.01,-1,-4,1598.96617339712
"515",85,0.75,0.75,1.01,-1,-4,1598.96617339712
"516",110,0.75,0.75,1.01,-1,-4,1598.96617339712
"517",135,0.75,0.75,1.01,-1,-4,1598.96617339712
"518",160,0.75,0.75,1.01,-1,-4,1598.96617339712
"519",10,1,0.75,1.01,-1,-4,1598.96617317226
"520",35,1,0.75,1.01,-1,-4,1598.96617339712
"521",60,1,0.75,1.01,-1,-4,1598.96617339712
"522",85,1,0.75,1.01,-1,-4,1598.96617339712
"523",110,1,0.75,1.01,-1,-4,1598.96617339712
"524",135,1,0.75,1.01,-1,-4,1598.96617339712
"525",160,1,0.75,1.01,-1,-4,1598.96617339712
"526",10,1.25,0.75,1.01,-1,-4,1598.96617339242
"527",35,1.25,0.75,1.01,-1,-4,1598.96617339712
"528",60,1.25,0.75,1.01,-1,-4,1598.96617339712
"529",85,1.25,0.75,1.01,-1,-4,1598.96617339712
"530",110,1.25,0.75,1.01,-1,-4,1598.96617339712
"531",135,1.25,0.75,1.01,-1,-4,1598.96617339712
"532",160,1.25,0.75,1.01,-1,-4,1598.96617339712
"533",10,1.5,0.75,1.01,-1,-4,1598.96617339703
"534",35,1.5,0.75,1.01,-1,-4,1598.96617339712
"535",60,1.5,0.75,1.01,-1,-4,1598.96617339712
"536",85,1.5,0.75,1.01,-1,-4,1598.96617339712
"537",110,1.5,0.75,1.01,-1,-4,1598.96617339712
"538",135,1.5,0.75,1.01,-1,-4,1598.96617339712
"539",160,1.5,0.75,1.01,-1,-4,1598.96617339712
"540",10,1.75,0.75,1.01,-1,-4,1598.96617339712
"541",35,1.75,0.75,1.01,-1,-4,1598.96617339712
"542",60,1.75,0.75,1.01,-1,-4,1598.96617339712
"543",85,1.75,0.75,1.01,-1,-4,1598.96617339712
"544",110,1.75,0.75,1.01,-1,-4,1598.96617339712
"545",135,1.75,0.75,1.01,-1,-4,1598.96617339712
"546",160,1.75,0.75,1.01,-1,-4,1598.96617339712
"547",10,2,0.75,1.01,-1,-4,1598.96617339712
"548",35,2,0.75,1.01,-1,-4,1598.96617339712
"549",60,2,0.75,1.01,-1,-4,1598.96617339712
"550",85,2,0.75,1.01,-1,-4,1598.96617339712
"551",110,2,0.75,1.01,-1,-4,1598.96617339712
"552",135,2,0.75,1.01,-1,-4,1598.96617339712
"553",160,2,0.75,1.01,-1,-4,1598.96617339712
"554",10,2.25,0.75,1.01,-1,-4,1598.96617339712
"555",35,2.25,0.75,1.01,-1,-4,1598.96617339712
"556",60,2.25,0.75,1.01,-1,-4,1598.96617339712
"557",85,2.25,0.75,1.01,-1,-4,1598.96617339712
"558",110,2.25,0.75,1.01,-1,-4,1598.96617339712
"559",135,2.25,0.75,1.01,-1,-4,1598.96617339712
"560",160,2.25,0.75,1.01,-1,-4,1598.96617339712
"561",10,2.5,0.75,1.01,-1,-4,1598.96617339712
"562",35,2.5,0.75,1.01,-1,-4,1598.96617339712
"563",60,2.5,0.75,1.01,-1,-4,1598.96617339712
"564",85,2.5,0.75,1.01,-1,-4,1598.96617339712
"565",110,2.5,0.75,1.01,-1,-4,1598.96617339712
"566",135,2.5,0.75,1.01,-1,-4,1598.96617339712
"567",160,2.5,0.75,1.01,-1,-4,1598.96617339712
"568",10,0.5,1,1.01,-1,-4,1597.89803394654
"569",35,0.5,1,1.01,-1,-4,1597.8983903591
"570",60,0.5,1,1.01,-1,-4,1597.89839036043
"571",85,0.5,1,1.01,-1,-4,1597.89839036043
"572",110,0.5,1,1.01,-1,-4,1597.89839036043
"573",135,0.5,1,1.01,-1,-4,1597.89839036043
"574",160,0.5,1,1.01,-1,-4,1597.89839036043
"575",10,0.75,1,1.01,-1,-4,1597.89838172887
"576",35,0.75,1,1.01,-1,-4,1597.89839036043
"577",60,0.75,1,1.01,-1,-4,1597.89839036043
"578",85,0.75,1,1.01,-1,-4,1597.89839036043
"579",110,0.75,1,1.01,-1,-4,1597.89839036043
"580",135,0.75,1,1.01,-1,-4,1597.89839036043
"581",160,0.75,1,1.01,-1,-4,1597.89839036043
"582",10,1,1,1.01,-1,-4,1597.89839017084
"583",35,1,1,1.01,-1,-4,1597.89839036043
"584",60,1,1,1.01,-1,-4,1597.89839036043
"585",85,1,1,1.01,-1,-4,1597.89839036043
"586",110,1,1,1.01,-1,-4,1597.89839036043
"587",135,1,1,1.01,-1,-4,1597.89839036043
"588",160,1,1,1.01,-1,-4,1597.89839036043
"589",10,1.25,1,1.01,-1,-4,1597.89839035646
"590",35,1.25,1,1.01,-1,-4,1597.89839036043
"591",60,1.25,1,1.01,-1,-4,1597.89839036043
"592",85,1.25,1,1.01,-1,-4,1597.89839036043
"593",110,1.25,1,1.01,-1,-4,1597.89839036043
"594",135,1.25,1,1.01,-1,-4,1597.89839036043
"595",160,1.25,1,1.01,-1,-4,1597.89839036043
"596",10,1.5,1,1.01,-1,-4,1597.89839036036
"597",35,1.5,1,1.01,-1,-4,1597.89839036043
"598",60,1.5,1,1.01,-1,-4,1597.89839036043
"599",85,1.5,1,1.01,-1,-4,1597.89839036043
"600",110,1.5,1,1.01,-1,-4,1597.89839036043
"601",135,1.5,1,1.01,-1,-4,1597.89839036043
"602",160,1.5,1,1.01,-1,-4,1597.89839036043
"603",10,1.75,1,1.01,-1,-4,1597.89839036043
"604",35,1.75,1,1.01,-1,-4,1597.89839036043
"605",60,1.75,1,1.01,-1,-4,1597.89839036043
"606",85,1.75,1,1.01,-1,-4,1597.89839036043
"607",110,1.75,1,1.01,-1,-4,1597.89839036043
"608",135,1.75,1,1.01,-1,-4,1597.89839036043
"609",160,1.75,1,1.01,-1,-4,1597.89839036043
"610",10,2,1,1.01,-1,-4,1597.89839036043
"611",35,2,1,1.01,-1,-4,1597.89839036043
"612",60,2,1,1.01,-1,-4,1597.89839036043
"613",85,2,1,1.01,-1,-4,1597.89839036043
"614",110,2,1,1.01,-1,-4,1597.89839036043
"615",135,2,1,1.01,-1,-4,1597.89839036043
"616",160,2,1,1.01,-1,-4,1597.89839036043
"617",10,2.25,1,1.01,-1,-4,1597.89839036043
"618",35,2.25,1,1.01,-1,-4,1597.89839036043
"619",60,2.25,1,1.01,-1,-4,1597.89839036043
"620",85,2.25,1,1.01,-1,-4,1597.89839036043
"621",110,2.25,1,1.01,-1,-4,1597.89839036043
"622",135,2.25,1,1.01,-1,-4,1597.89839036043
"623",160,2.25,1,1.01,-1,-4,1597.89839036043
"624",10,2.5,1,1.01,-1,-4,1597.89839036043
"625",35,2.5,1,1.01,-1,-4,1597.89839036043
"626",60,2.5,1,1.01,-1,-4,1597.89839036043
"627",85,2.5,1,1.01,-1,-4,1597.89839036043
"628",110,2.5,1,1.01,-1,-4,1597.89839036043
"629",135,2.5,1,1.01,-1,-4,1597.89839036043
"630",160,2.5,1,1.01,-1,-4,1597.89839036043
"631",10,0.5,0,0.01,0,-4,1344.83290365655
"632",35,0.5,0,0.01,0,-4,1344.83421972944
"633",60,0.5,0,0.01,0,-4,1344.83421973433
"634",85,0.5,0,0.01,0,-4,1344.83421973433
"635",110,0.5,0,0.01,0,-4,1344.83421973433
"636",135,0.5,0,0.01,0,-4,1344.83421973433
"637",160,0.5,0,0.01,0,-4,1344.83421973433
"638",10,0.75,0,0.01,0,-4,1344.83418776529
"639",35,0.75,0,0.01,0,-4,1344.83421973433
"640",60,0.75,0,0.01,0,-4,1344.83421973433
"641",85,0.75,0,0.01,0,-4,1344.83421973433
"642",110,0.75,0,0.01,0,-4,1344.83421973433
"643",135,0.75,0,0.01,0,-4,1344.83421973433
"644",160,0.75,0,0.01,0,-4,1344.83421973433
"645",10,1,0,0.01,0,-4,1344.83421903027
"646",35,1,0,0.01,0,-4,1344.83421973433
"647",60,1,0,0.01,0,-4,1344.83421973433
"648",85,1,0,0.01,0,-4,1344.83421973433
"649",110,1,0,0.01,0,-4,1344.83421973433
"650",135,1,0,0.01,0,-4,1344.83421973433
"651",160,1,0,0.01,0,-4,1344.83421973433
"652",10,1.25,0,0.01,0,-4,1344.83421971956
"653",35,1.25,0,0.01,0,-4,1344.83421973433
"654",60,1.25,0,0.01,0,-4,1344.83421973433
"655",85,1.25,0,0.01,0,-4,1344.83421973433
"656",110,1.25,0,0.01,0,-4,1344.83421973433
"657",135,1.25,0,0.01,0,-4,1344.83421973433
"658",160,1.25,0,0.01,0,-4,1344.83421973433
"659",10,1.5,0,0.01,0,-4,1344.83421973404
"660",35,1.5,0,0.01,0,-4,1344.83421973433
"661",60,1.5,0,0.01,0,-4,1344.83421973433
"662",85,1.5,0,0.01,0,-4,1344.83421973433
"663",110,1.5,0,0.01,0,-4,1344.83421973433
"664",135,1.5,0,0.01,0,-4,1344.83421973433
"665",160,1.5,0,0.01,0,-4,1344.83421973433
"666",10,1.75,0,0.01,0,-4,1344.83421973434
"667",35,1.75,0,0.01,0,-4,1344.83421973433
"668",60,1.75,0,0.01,0,-4,1344.83421973433
"669",85,1.75,0,0.01,0,-4,1344.83421973433
"670",110,1.75,0,0.01,0,-4,1344.83421973433
"671",135,1.75,0,0.01,0,-4,1344.83421973433
"672",160,1.75,0,0.01,0,-4,1344.83421973433
"673",10,2,0,0.01,0,-4,1344.83421973433
"674",35,2,0,0.01,0,-4,1344.83421973433
"675",60,2,0,0.01,0,-4,1344.83421973433
"676",85,2,0,0.01,0,-4,1344.83421973433
"677",110,2,0,0.01,0,-4,1344.83421973433
"678",135,2,0,0.01,0,-4,1344.83421973433
"679",160,2,0,0.01,0,-4,1344.83421973433
"680",10,2.25,0,0.01,0,-4,1344.83421973433
"681",35,2.25,0,0.01,0,-4,1344.83421973433
"682",60,2.25,0,0.01,0,-4,1344.83421973433
"683",85,2.25,0,0.01,0,-4,1344.83421973433
"684",110,2.25,0,0.01,0,-4,1344.83421973433
"685",135,2.25,0,0.01,0,-4,1344.83421973433
"686",160,2.25,0,0.01,0,-4,1344.83421973433
"687",10,2.5,0,0.01,0,-4,1344.83421973433
"688",35,2.5,0,0.01,0,-4,1344.83421973433
"689",60,2.5,0,0.01,0,-4,1344.83421973433
"690",85,2.5,0,0.01,0,-4,1344.83421973433
"691",110,2.5,0,0.01,0,-4,1344.83421973433
"692",135,2.5,0,0.01,0,-4,1344.83421973433
"693",160,2.5,0,0.01,0,-4,1344.83421973433
"694",10,0.5,0.25,0.01,0,-4,1344.41253493364
"695",35,0.5,0.25,0.01,0,-4,1344.4137053549
"696",60,0.5,0.25,0.01,0,-4,1344.41370535923
"697",85,0.5,0.25,0.01,0,-4,1344.41370535923
"698",110,0.5,0.25,0.01,0,-4,1344.41370535923
"699",135,0.5,0.25,0.01,0,-4,1344.41370535923
"700",160,0.5,0.25,0.01,0,-4,1344.41370535923
"701",10,0.75,0.25,0.01,0,-4,1344.41367692327
"702",35,0.75,0.25,0.01,0,-4,1344.41370535923
"703",60,0.75,0.25,0.01,0,-4,1344.41370535923
"704",85,0.75,0.25,0.01,0,-4,1344.41370535923
"705",110,0.75,0.25,0.01,0,-4,1344.41370535923
"706",135,0.75,0.25,0.01,0,-4,1344.41370535923
"707",160,0.75,0.25,0.01,0,-4,1344.41370535923
"708",10,1,0.25,0.01,0,-4,1344.41370473289
"709",35,1,0.25,0.01,0,-4,1344.41370535923
"710",60,1,0.25,0.01,0,-4,1344.41370535923
"711",85,1,0.25,0.01,0,-4,1344.41370535923
"712",110,1,0.25,0.01,0,-4,1344.41370535923
"713",135,1,0.25,0.01,0,-4,1344.41370535923
"714",160,1,0.25,0.01,0,-4,1344.41370535923
"715",10,1.25,0.25,0.01,0,-4,1344.4137053461
"716",35,1.25,0.25,0.01,0,-4,1344.41370535923
"717",60,1.25,0.25,0.01,0,-4,1344.41370535923
"718",85,1.25,0.25,0.01,0,-4,1344.41370535923
"719",110,1.25,0.25,0.01,0,-4,1344.41370535923
"720",135,1.25,0.25,0.01,0,-4,1344.41370535923
"721",160,1.25,0.25,0.01,0,-4,1344.41370535923
"722",10,1.5,0.25,0.01,0,-4,1344.41370535897
"723",35,1.5,0.25,0.01,0,-4,1344.41370535923
"724",60,1.5,0.25,0.01,0,-4,1344.41370535923
"725",85,1.5,0.25,0.01,0,-4,1344.41370535923
"726",110,1.5,0.25,0.01,0,-4,1344.41370535923
"727",135,1.5,0.25,0.01,0,-4,1344.41370535923
"728",160,1.5,0.25,0.01,0,-4,1344.41370535923
"729",10,1.75,0.25,0.01,0,-4,1344.41370535923
"730",35,1.75,0.25,0.01,0,-4,1344.41370535923
"731",60,1.75,0.25,0.01,0,-4,1344.41370535923
"732",85,1.75,0.25,0.01,0,-4,1344.41370535923
"733",110,1.75,0.25,0.01,0,-4,1344.41370535923
"734",135,1.75,0.25,0.01,0,-4,1344.41370535923
"735",160,1.75,0.25,0.01,0,-4,1344.41370535923
"736",10,2,0.25,0.01,0,-4,1344.41370535923
"737",35,2,0.25,0.01,0,-4,1344.41370535923
"738",60,2,0.25,0.01,0,-4,1344.41370535923
"739",85,2,0.25,0.01,0,-4,1344.41370535923
"740",110,2,0.25,0.01,0,-4,1344.41370535923
"741",135,2,0.25,0.01,0,-4,1344.41370535923
"742",160,2,0.25,0.01,0,-4,1344.41370535923
"743",10,2.25,0.25,0.01,0,-4,1344.41370535923
"744",35,2.25,0.25,0.01,0,-4,1344.41370535923
"745",60,2.25,0.25,0.01,0,-4,1344.41370535923
"746",85,2.25,0.25,0.01,0,-4,1344.41370535923
"747",110,2.25,0.25,0.01,0,-4,1344.41370535923
"748",135,2.25,0.25,0.01,0,-4,1344.41370535923
"749",160,2.25,0.25,0.01,0,-4,1344.41370535923
"750",10,2.5,0.25,0.01,0,-4,1344.41370535923
"751",35,2.5,0.25,0.01,0,-4,1344.41370535923
"752",60,2.5,0.25,0.01,0,-4,1344.41370535923
"753",85,2.5,0.25,0.01,0,-4,1344.41370535923
"754",110,2.5,0.25,0.01,0,-4,1344.41370535923
"755",135,2.5,0.25,0.01,0,-4,1344.41370535923
"756",160,2.5,0.25,0.01,0,-4,1344.41370535923
"757",10,0.5,0.5,0.01,0,-4,1344.01146003775
"758",35,0.5,0.5,0.01,0,-4,1344.01248498614
"759",60,0.5,0.5,0.01,0,-4,1344.01248498995
"760",85,0.5,0.5,0.01,0,-4,1344.01248498995
"761",110,0.5,0.5,0.01,0,-4,1344.01248498995
"762",135,0.5,0.5,0.01,0,-4,1344.01248498995
"763",160,0.5,0.5,0.01,0,-4,1344.01248498995
"764",10,0.75,0.5,0.01,0,-4,1344.01246008386
"765",35,0.75,0.5,0.01,0,-4,1344.01248498995
"766",60,0.75,0.5,0.01,0,-4,1344.01248498995
"767",85,0.75,0.5,0.01,0,-4,1344.01248498995
"768",110,0.75,0.5,0.01,0,-4,1344.01248498995
"769",135,0.75,0.5,0.01,0,-4,1344.01248498995
"770",160,0.75,0.5,0.01,0,-4,1344.01248498995
"771",10,1,0.5,0.01,0,-4,1344.01248444121
"772",35,1,0.5,0.01,0,-4,1344.01248498995
"773",60,1,0.5,0.01,0,-4,1344.01248498995
"774",85,1,0.5,0.01,0,-4,1344.01248498995
"775",110,1,0.5,0.01,0,-4,1344.01248498995
"776",135,1,0.5,0.01,0,-4,1344.01248498995
"777",160,1,0.5,0.01,0,-4,1344.01248498995
"778",10,1.25,0.5,0.01,0,-4,1344.01248497843
"779",35,1.25,0.5,0.01,0,-4,1344.01248498995
"780",60,1.25,0.5,0.01,0,-4,1344.01248498995
"781",85,1.25,0.5,0.01,0,-4,1344.01248498995
"782",110,1.25,0.5,0.01,0,-4,1344.01248498995
"783",135,1.25,0.5,0.01,0,-4,1344.01248498995
"784",160,1.25,0.5,0.01,0,-4,1344.01248498995
"785",10,1.5,0.5,0.01,0,-4,1344.01248498973
"786",35,1.5,0.5,0.01,0,-4,1344.01248498995
"787",60,1.5,0.5,0.01,0,-4,1344.01248498995
"788",85,1.5,0.5,0.01,0,-4,1344.01248498995
"789",110,1.5,0.5,0.01,0,-4,1344.01248498995
"790",135,1.5,0.5,0.01,0,-4,1344.01248498995
"791",160,1.5,0.5,0.01,0,-4,1344.01248498995
"792",10,1.75,0.5,0.01,0,-4,1344.01248498994
"793",35,1.75,0.5,0.01,0,-4,1344.01248498995
"794",60,1.75,0.5,0.01,0,-4,1344.01248498995
"795",85,1.75,0.5,0.01,0,-4,1344.01248498995
"796",110,1.75,0.5,0.01,0,-4,1344.01248498995
"797",135,1.75,0.5,0.01,0,-4,1344.01248498995
"798",160,1.75,0.5,0.01,0,-4,1344.01248498995
"799",10,2,0.5,0.01,0,-4,1344.01248498995
"800",35,2,0.5,0.01,0,-4,1344.01248498995
"801",60,2,0.5,0.01,0,-4,1344.01248498995
"802",85,2,0.5,0.01,0,-4,1344.01248498995
"803",110,2,0.5,0.01,0,-4,1344.01248498995
"804",135,2,0.5,0.01,0,-4,1344.01248498995
"805",160,2,0.5,0.01,0,-4,1344.01248498995
"806",10,2.25,0.5,0.01,0,-4,1344.01248498995
"807",35,2.25,0.5,0.01,0,-4,1344.01248498995
"808",60,2.25,0.5,0.01,0,-4,1344.01248498995
"809",85,2.25,0.5,0.01,0,-4,1344.01248498995
"810",110,2.25,0.5,0.01,0,-4,1344.01248498995
"811",135,2.25,0.5,0.01,0,-4,1344.01248498995
"812",160,2.25,0.5,0.01,0,-4,1344.01248498995
"813",10,2.5,0.5,0.01,0,-4,1344.01248498995
"814",35,2.5,0.5,0.01,0,-4,1344.01248498995
"815",60,2.5,0.5,0.01,0,-4,1344.01248498995
"816",85,2.5,0.5,0.01,0,-4,1344.01248498995
"817",110,2.5,0.5,0.01,0,-4,1344.01248498995
"818",135,2.5,0.5,0.01,0,-4,1344.01248498995
"819",160,2.5,0.5,0.01,0,-4,1344.01248498995
"820",10,0.5,0.75,0.01,0,-4,1343.64058185762
"821",35,0.5,0.75,0.01,0,-4,1343.64146587198
"822",60,0.5,0.75,0.01,0,-4,1343.64146587525
"823",85,0.5,0.75,0.01,0,-4,1343.64146587525
"824",110,0.5,0.75,0.01,0,-4,1343.64146587525
"825",135,0.5,0.75,0.01,0,-4,1343.64146587525
"826",160,0.5,0.75,0.01,0,-4,1343.64146587525
"827",10,0.75,0.75,0.01,0,-4,1343.64144439008
"828",35,0.75,0.75,0.01,0,-4,1343.64146587525
"829",60,0.75,0.75,0.01,0,-4,1343.64146587525
"830",85,0.75,0.75,0.01,0,-4,1343.64146587525
"831",110,0.75,0.75,0.01,0,-4,1343.64146587525
"832",135,0.75,0.75,0.01,0,-4,1343.64146587525
"833",160,0.75,0.75,0.01,0,-4,1343.64146587525
"834",10,1,0.75,0.01,0,-4,1343.6414654018
"835",35,1,0.75,0.01,0,-4,1343.64146587525
"836",60,1,0.75,0.01,0,-4,1343.64146587525
"837",85,1,0.75,0.01,0,-4,1343.64146587525
"838",110,1,0.75,0.01,0,-4,1343.64146587525
"839",135,1,0.75,0.01,0,-4,1343.64146587525
"840",160,1,0.75,0.01,0,-4,1343.64146587525
"841",10,1.25,0.75,0.01,0,-4,1343.64146586532
"842",35,1.25,0.75,0.01,0,-4,1343.64146587525
"843",60,1.25,0.75,0.01,0,-4,1343.64146587525
"844",85,1.25,0.75,0.01,0,-4,1343.64146587525
"845",110,1.25,0.75,0.01,0,-4,1343.64146587525
"846",135,1.25,0.75,0.01,0,-4,1343.64146587525
"847",160,1.25,0.75,0.01,0,-4,1343.64146587525
"848",10,1.5,0.75,0.01,0,-4,1343.64146587506
"849",35,1.5,0.75,0.01,0,-4,1343.64146587525
"850",60,1.5,0.75,0.01,0,-4,1343.64146587525
"851",85,1.5,0.75,0.01,0,-4,1343.64146587525
"852",110,1.5,0.75,0.01,0,-4,1343.64146587525
"853",135,1.5,0.75,0.01,0,-4,1343.64146587525
"854",160,1.5,0.75,0.01,0,-4,1343.64146587525
"855",10,1.75,0.75,0.01,0,-4,1343.64146587524
"856",35,1.75,0.75,0.01,0,-4,1343.64146587525
"857",60,1.75,0.75,0.01,0,-4,1343.64146587525
"858",85,1.75,0.75,0.01,0,-4,1343.64146587525
"859",110,1.75,0.75,0.01,0,-4,1343.64146587525
"860",135,1.75,0.75,0.01,0,-4,1343.64146587525
"861",160,1.75,0.75,0.01,0,-4,1343.64146587525
"862",10,2,0.75,0.01,0,-4,1343.64146587525
"863",35,2,0.75,0.01,0,-4,1343.64146587525
"864",60,2,0.75,0.01,0,-4,1343.64146587525
"865",85,2,0.75,0.01,0,-4,1343.64146587525
"866",110,2,0.75,0.01,0,-4,1343.64146587525
"867",135,2,0.75,0.01,0,-4,1343.64146587525
"868",160,2,0.75,0.01,0,-4,1343.64146587525
"869",10,2.25,0.75,0.01,0,-4,1343.64146587525
"870",35,2.25,0.75,0.01,0,-4,1343.64146587525
"871",60,2.25,0.75,0.01,0,-4,1343.64146587525
"872",85,2.25,0.75,0.01,0,-4,1343.64146587525
"873",110,2.25,0.75,0.01,0,-4,1343.64146587525
"874",135,2.25,0.75,0.01,0,-4,1343.64146587525
"875",160,2.25,0.75,0.01,0,-4,1343.64146587525
"876",10,2.5,0.75,0.01,0,-4,1343.64146587525
"877",35,2.5,0.75,0.01,0,-4,1343.64146587525
"878",60,2.5,0.75,0.01,0,-4,1343.64146587525
"879",85,2.5,0.75,0.01,0,-4,1343.64146587525
"880",110,2.5,0.75,0.01,0,-4,1343.64146587525
"881",135,2.5,0.75,0.01,0,-4,1343.64146587525
"882",160,2.5,0.75,0.01,0,-4,1343.64146587525
"883",10,0.5,1,0.01,0,-4,1343.30746968164
"884",35,0.5,1,0.01,0,-4,1343.30822113613
"885",60,0.5,1,0.01,0,-4,1343.30822113895
"886",85,0.5,1,0.01,0,-4,1343.30822113895
"887",110,0.5,1,0.01,0,-4,1343.30822113895
"888",135,0.5,1,0.01,0,-4,1343.30822113895
"889",160,0.5,1,0.01,0,-4,1343.30822113895
"890",10,0.75,1,0.01,0,-4,1343.30820287243
"891",35,0.75,1,0.01,0,-4,1343.30822113895
"892",60,0.75,1,0.01,0,-4,1343.30822113895
"893",85,0.75,1,0.01,0,-4,1343.30822113895
"894",110,0.75,1,0.01,0,-4,1343.30822113895
"895",135,0.75,1,0.01,0,-4,1343.30822113895
"896",160,0.75,1,0.01,0,-4,1343.30822113895
"897",10,1,1,0.01,0,-4,1343.30822073631
"898",35,1,1,0.01,0,-4,1343.30822113895
"899",60,1,1,0.01,0,-4,1343.30822113895
"900",85,1,1,0.01,0,-4,1343.30822113895
"901",110,1,1,0.01,0,-4,1343.30822113895
"902",135,1,1,0.01,0,-4,1343.30822113895
"903",160,1,1,0.01,0,-4,1343.30822113895
"904",10,1.25,1,0.01,0,-4,1343.30822113046
"905",35,1.25,1,0.01,0,-4,1343.30822113895
"906",60,1.25,1,0.01,0,-4,1343.30822113895
"907",85,1.25,1,0.01,0,-4,1343.30822113895
"908",110,1.25,1,0.01,0,-4,1343.30822113895
"909",135,1.25,1,0.01,0,-4,1343.30822113895
"910",160,1.25,1,0.01,0,-4,1343.30822113895
"911",10,1.5,1,0.01,0,-4,1343.30822113877
"912",35,1.5,1,0.01,0,-4,1343.30822113895
"913",60,1.5,1,0.01,0,-4,1343.30822113895
"914",85,1.5,1,0.01,0,-4,1343.30822113895
"915",110,1.5,1,0.01,0,-4,1343.30822113895
"916",135,1.5,1,0.01,0,-4,1343.30822113895
"917",160,1.5,1,0.01,0,-4,1343.30822113895
"918",10,1.75,1,0.01,0,-4,1343.30822113895
"919",35,1.75,1,0.01,0,-4,1343.30822113895
"920",60,1.75,1,0.01,0,-4,1343.30822113895
"921",85,1.75,1,0.01,0,-4,1343.30822113895
"922",110,1.75,1,0.01,0,-4,1343.30822113895
"923",135,1.75,1,0.01,0,-4,1343.30822113895
"924",160,1.75,1,0.01,0,-4,1343.30822113895
"925",10,2,1,0.01,0,-4,1343.30822113895
"926",35,2,1,0.01,0,-4,1343.30822113895
"927",60,2,1,0.01,0,-4,1343.30822113895
"928",85,2,1,0.01,0,-4,1343.30822113895
"929",110,2,1,0.01,0,-4,1343.30822113895
"930",135,2,1,0.01,0,-4,1343.30822113895
"931",160,2,1,0.01,0,-4,1343.30822113895
"932",10,2.25,1,0.01,0,-4,1343.30822113895
"933",35,2.25,1,0.01,0,-4,1343.30822113895
"934",60,2.25,1,0.01,0,-4,1343.30822113895
"935",85,2.25,1,0.01,0,-4,1343.30822113895
"936",110,2.25,1,0.01,0,-4,1343.30822113895
"937",135,2.25,1,0.01,0,-4,1343.30822113895
"938",160,2.25,1,0.01,0,-4,1343.30822113895
"939",10,2.5,1,0.01,0,-4,1343.30822113895
"940",35,2.5,1,0.01,0,-4,1343.30822113895
"941",60,2.5,1,0.01,0,-4,1343.30822113895
"942",85,2.5,1,0.01,0,-4,1343.30822113895
"943",110,2.5,1,0.01,0,-4,1343.30822113895
"944",135,2.5,1,0.01,0,-4,1343.30822113895
"945",160,2.5,1,0.01,0,-4,1343.30822113895
"946",10,0.5,0,1.01,0,-4,1367.75221716752
"947",35,0.5,0,1.01,0,-4,1367.75275388707
